lin_accel_x,gyro_y,mag_z,lin_accel_y,lin_accel_z,mag_x,gyro_z,gyro_x,accel_x,mag_y,accel_y,accel_z,long,lat,time,heading
0.06,0.0033333333333333327,42.5,-0.01,0.09,-59.0625,-0.0011111111111111113,-0.0033333333333333327,-0.24,-14.0625,-2.04,9.68,-122.67542666666668,45.55033333333334,382.661640179,151.087153277466
0.07,-0.004444444444444445,42.0625,0.02,0.07,-59.5,0.0011111111111111113,0.0011111111111111113,-0.24,-15.1875,-2.04,9.72,-122.67542666666668,45.55033333333334,382.718959392,151.42356025494234
0.05,-0.004444444444444445,42.0625,-0.01,0.14,-58.375,-0.0022222222222222227,0.0,-0.24,-14.0625,-2.01,9.66,-122.67542666666668,45.55033333333334,382.76987280099996,151.76592685843346
0.05,0.004444444444444445,41.6875,-0.03,0.08,-59.0625,-0.0033333333333333327,-0.0011111111111111113,-0.26,-14.375,-2.04,9.73,-122.67542666666668,45.55033333333334,382.822557049,152.0828941055181
0.04,-0.0033333333333333327,41.25,0.0,0.09,-59.0625,0.0011111111111111113,0.0033333333333333327,-0.26,-14.375,-2.05,9.69,-122.67542666666668,45.55033333333334,382.88034657599997,152.40726453819212
0.08,0.005555555555555557,42.0625,-0.01,0.12,-59.5,0.0,-0.007777777777777778,-0.28,-15.1875,-2.04,9.68,-122.67542666666668,45.55033333333334,382.937107505,152.67269475083376
0.05,-0.006666666666666667,42.875,0.0,0.09,-59.0625,0.0011111111111111113,0.0,-0.24,-14.0625,-2.06,9.7,-122.67542666666668,45.55033333333334,382.985471791,152.95479398976465
0.07,-0.0033333333333333327,40.875,-0.01,0.09,-59.0625,-0.0011111111111111113,0.0,-0.24,-14.0625,-2.04,9.66,-122.67542666666668,45.55033333333334,383.047274404,153.272438370657
0.05,0.004444444444444445,41.6875,0.0,0.08,-59.5,0.0011111111111111113,-0.0033333333333333327,-0.23,-14.75,-2.04,9.66,-122.67542666666668,45.55033333333334,383.11429729699995,153.5608059195985
0.07,-0.0022222222222222227,42.0625,-0.01,0.1,-59.0625,-0.0011111111111111113,0.0022222222222222227,-0.24,-15.1875,-2.02,9.65,-122.67542666666668,45.55033333333334,383.17988028800005,153.79921759692388
0.06,0.0033333333333333327,43.25,-0.01,0.12,-59.0625,0.0022222222222222227,0.0,-0.29,-14.75,-2.07,9.62,-122.67542666666668,45.55033333333334,383.221521789,153.97328970651085
0.07,-0.005555555555555557,41.6875,-0.04,0.1,-60.1875,0.0022222222222222227,0.0033333333333333327,-0.25,-14.75,-2.05,9.71,-122.67542666666668,45.55033333333334,383.26452360699994,154.14145760443623
0.06,-0.0011111111111111113,42.5,-0.01,0.12,-58.6875,0.0011111111111111113,0.0022222222222222227,-0.26,-13.6875,-2.04,9.68,-122.67542666666668,45.55033333333334,383.315312849,154.39038616443554
0.06,0.0033333333333333327,42.75,-0.02,0.1,-59.0625,0.0022222222222222227,-0.0022222222222222227,-0.26,-14.375,-2.06,9.71,-122.67542666666668,45.55033333333334,383.367548553,154.5954057470732
0.06,0.0011111111111111113,42.5,-0.04,0.09,-59.5,0.0,0.0033333333333333327,-0.25,-14.0625,-2.09,9.68,-122.67542666666668,45.55033333333334,383.42592178,154.83123982227303
0.05,-0.0011111111111111113,41.6875,0.0,0.08,-59.875,0.0033333333333333327,0.005555555555555557,-0.26,-14.375,-2.08,9.68,-122.67542666666668,45.55033333333334,383.478173735,155.00959852183166
0.05,0.0,42.0625,0.0,0.1,-59.5,0.0011111111111111113,0.0,-0.26,-15.1875,-2.05,9.68,-122.67542666666668,45.55033333333334,383.540651246,155.16128658101815
0.06,-0.0011111111111111113,42.5,0.0,0.12,-59.0625,0.0011111111111111113,0.0022222222222222227,-0.26,-13.6875,-2.04,9.69,-122.67542666666668,45.55033333333334,383.592438981,155.37149705608516
0.07,-0.006666666666666667,42.0625,0.0,0.14,-59.875,0.0033333333333333327,0.0022222222222222227,-0.25,-14.75,-2.02,9.71,-122.67542666666668,45.55033333333334,383.65597384,155.53806856587903
0.07,0.0,42.0625,-0.03,0.1,-59.0625,-0.0011111111111111113,-0.005555555555555557,-0.24,-14.375,-2.02,9.73,-122.67542666666668,45.55033333333334,383.717859527,155.70898806413567
0.05,0.0011111111111111113,42.875,-0.03,0.1,-59.5,0.0,-0.0033333333333333327,-0.24,-14.75,-2.03,9.66,-122.67542666666668,45.55033333333334,383.769817939,155.8324882599712
0.05,0.005555555555555557,41.6875,0.0,0.09,-59.0625,0.0,0.0,-0.24,-14.375,-2.07,9.68,-122.67542666666668,45.55033333333334,383.82840205199994,155.97031204822446
0.07,-0.0011111111111111113,42.0625,0.0,0.05,-59.5,0.0011111111111111113,0.0022222222222222227,-0.24,-14.375,-2.05,9.66,-122.67542666666668,45.55033333333334,383.89563286099997,156.13210465300534
0.04,-0.0022222222222222227,42.0625,0.01,0.11,-59.5,-0.0011111111111111113,-0.0022222222222222227,-0.25,-14.375,-2.05,9.68,-122.67542666666668,45.55033333333334,383.95691083800006,156.2717595155623
0.08,0.01,42.5,0.0,0.12,-58.6875,-0.0011111111111111113,-0.004444444444444445,-0.27,-14.375,-2.02,9.7,-122.67542666666668,45.55033333333334,384.01874371199995,156.40624826222788
0.08,0.0022222222222222227,43.25,-0.02,0.05,-59.0625,-0.0033333333333333327,-0.005555555555555557,-0.24,-14.75,-2.05,9.72,-122.67542666666668,45.55033333333334,384.085075924,156.5240315444792
0.08,0.0,41.25,0.0,0.08,-59.5,0.0011111111111111113,0.0022222222222222227,-0.23,-14.0625,-2.05,9.64,-122.67542666666668,45.55033333333334,384.137390744,156.63244672552952
0.06,0.0011111111111111113,43.25,0.0,0.11,-59.5,-0.0011111111111111113,-0.0033333333333333327,-0.24,-14.75,-2.02,9.66,-122.67542666666668,45.55033333333334,384.218552018,156.76657991702078
0.05,0.01,42.5,0.0,0.12,-59.5,-0.0022222222222222227,-0.0033333333333333327,-0.25,-14.0625,-2.02,9.7,-122.67542666666668,45.55033333333334,384.316031684,156.9694407014101
0.07,0.0033333333333333327,43.25,0.0,0.13,-58.6875,0.0,-0.004444444444444445,-0.26,-15.1875,-2.03,9.71,-122.67542666666668,45.55033333333334,384.381032642,157.01341320541727
0.07,0.0022222222222222227,41.25,-0.01,0.11,-60.1875,0.0022222222222222227,-0.004444444444444445,-0.25,-14.0625,-2.06,9.68,-122.67542666666668,45.55033333333334,384.446688862,157.1210168359866
0.06,0.0011111111111111113,41.6875,-0.01,0.14,-59.5,-0.0011111111111111113,0.0011111111111111113,-0.24,-14.0625,-2.05,9.7,-122.67542666666668,45.55033333333334,384.51769525699996,157.2335975914302
0.04,-0.0011111111111111113,42.0625,-0.01,0.08,-59.5,0.0,0.004444444444444445,-0.25,-15.1875,-2.05,9.73,-122.67542666666668,45.55033333333334,384.58237522400003,157.25580231085428
0.06,0.0,41.6875,-0.01,0.14,-59.0625,-0.0033333333333333327,-0.0011111111111111113,-0.26,-14.75,-2.04,9.69,-122.67542666666668,45.55033333333334,384.634516501,157.29390218177366
0.07,0.0033333333333333327,42.5,0.0,0.1,-59.0625,-0.0011111111111111113,-0.0011111111111111113,-0.24,-14.75,-2.06,9.7,-122.67542666666668,45.55033333333334,384.69004575900004,157.34290419512456
0.08,-0.0033333333333333327,41.6875,-0.01,0.09,-59.5,0.0,0.0,-0.24,-15.1875,-2.06,9.68,-122.67542666666668,45.55033333333334,384.749335186,157.35784509833076
0.07,0.004444444444444445,41.25,0.0,0.09,-59.0625,0.0,-0.0011111111111111113,-0.24,-14.375,-2.05,9.68,-122.67542666666668,45.55033333333334,384.814744739,157.42598942337708
0.05,-0.0022222222222222227,42.5,0.0,0.12,-59.0625,0.0011111111111111113,-0.0011111111111111113,-0.25,-15.1875,-2.04,9.69,-122.67542666666668,45.55033333333334,384.886308428,157.45191249732295
0.06,-0.004444444444444445,42.5,-0.01,0.1,-58.6875,0.0022222222222222227,0.0033333333333333327,-0.25,-14.375,-2.04,9.69,-122.67542666666668,45.55033333333334,384.951595949,157.53108613300174
0.08,-0.004444444444444445,42.875,0.0,0.11,-58.6875,0.0033333333333333327,0.0022222222222222227,-0.26,-14.375,-2.06,9.71,-122.67542666666668,45.55033333333334,385.01600388400004,157.60650327800286
0.04,0.007777777777777778,41.6875,-0.01,0.11,-59.5,-0.0022222222222222227,-0.006666666666666667,-0.23,-14.75,-2.04,9.69,-122.67542666666668,45.55033333333334,385.077381339,157.63693854844772
0.1,-0.0011111111111111113,42.0625,0.0,0.09,-59.5,0.0,-0.0011111111111111113,-0.25,-14.0625,-2.02,9.68,-122.67542666666668,45.55033333333334,385.226090559,157.82523357558392
0.07,0.005555555555555557,42.5,-0.02,0.07,-58.375,0.0,-0.0022222222222222227,-0.27,-14.75,-2.07,9.64,-122.67542666666668,45.55033333333334,385.325894451,157.8426899822685
0.05,0.0033333333333333327,42.0625,0.0,0.09,-59.875,0.0,0.004444444444444445,-0.26,-14.375,-2.07,9.68,-122.67542666666668,45.55033333333334,385.390495459,157.89424423925627
0.05,0.0011111111111111113,42.5,-0.01,0.04,-59.0625,-0.0033333333333333327,-0.005555555555555557,-0.25,-14.375,-2.03,9.65,-122.67542666666668,45.55033333333334,385.44686862599997,157.9392789723374
0.07,0.0,41.6875,-0.02,0.09,-58.375,0.0011111111111111113,0.0011111111111111113,-0.26,-14.75,-2.03,9.7,-122.67542666666668,45.55033333333334,385.510342598,157.94280558564685
0.05,0.0011111111111111113,41.6875,-0.03,0.11,-59.5,0.0011111111111111113,0.0011111111111111113,-0.25,-14.75,-2.06,9.7,-122.67542666666668,45.55033333333334,385.57694403,157.954084478365
0.04,-0.004444444444444445,41.6875,0.0,0.07,-59.5,0.0011111111111111113,0.0,-0.25,-15.1875,-2.05,9.69,-122.67542666666668,45.55033333333334,385.643835098,157.93543312297686
0.05,0.0011111111111111113,41.25,0.02,0.02,-59.0625,0.0022222222222222227,0.0011111111111111113,-0.25,-14.75,-2.04,9.68,-122.67542666666668,45.55033333333334,385.69554225900004,157.94144987823165
0.05,0.0,42.75,0.0,0.12,-59.5,-0.0022222222222222227,-0.004444444444444445,-0.26,-14.375,-2.0,9.61,-122.67542666666668,45.55033333333334,385.79457724199995,158.03111772860464
0.06,0.0011111111111111113,43.25,0.0,0.09,-60.1875,-0.0022222222222222227,-0.0011111111111111113,-0.26,-14.0625,-2.05,9.69,-122.67542666666668,45.55033333333334,385.87193652400003,158.12421392201315
0.06,0.008888888888888889,41.6875,0.0,0.11,-59.5,-0.0011111111111111113,-0.0033333333333333327,-0.26,-14.0625,-2.06,9.68,-122.67542666666668,45.55033333333334,385.94402511,158.171512042893
0.06,0.0033333333333333327,41.6875,0.0,0.09,-59.0625,0.0011111111111111113,-0.0033333333333333327,-0.25,-14.375,-2.05,9.67,-122.67542666666668,45.55033333333334,386.021179495,158.19096928937293
0.06,0.004444444444444445,42.5,-0.02,0.1,-59.5,0.0022222222222222227,0.0,-0.25,-14.75,-2.06,9.72,-122.67542666666668,45.55033333333334,386.07799532,158.1961394398577
0.06,0.0,41.25,0.0,0.11,-58.375,0.0,0.0022222222222222227,-0.25,-15.5625,-2.06,9.69,-122.67542666666668,45.55033333333334,386.13650469099997,158.12517981436156
0.07,0.0011111111111111113,40.5,0.0,0.09,-59.0625,-0.0011111111111111113,-0.0011111111111111113,-0.25,-14.75,-2.03,9.7,-122.67542666666668,45.55033333333334,386.30096880900004,158.09138427992326
0.05,-0.0011111111111111113,42.5,-0.02,0.08,-59.5,-0.0022222222222222227,-0.0033333333333333327,-0.25,-14.75,-2.03,9.69,-122.67542666666668,45.55033333333334,386.35789234199996,158.1083828535598
0.06,-0.0033333333333333327,42.0625,0.0,0.09,-58.6875,0.0011111111111111113,0.005555555555555557,-0.26,-14.75,-2.06,9.67,-122.67542666666668,45.55033333333334,386.41116706,158.1109248465691
0.06,-0.0022222222222222227,41.25,-0.03,0.09,-58.6875,-0.0033333333333333327,-0.006666666666666667,-0.25,-15.1875,-2.04,9.67,-122.67542666666668,45.55033333333334,386.462519167,158.08012079793093
0.04,0.0011111111111111113,42.0625,-0.03,0.07,-58.6875,-0.0022222222222222227,-0.004444444444444445,-0.26,-15.5625,-2.06,9.69,-122.67542666666668,45.55033333333334,386.531663836,158.02709809614024
0.05,-0.0022222222222222227,42.875,0.0,0.08,-59.5,0.0033333333333333327,0.0022222222222222227,-0.25,-14.75,-2.06,9.66,-122.67542666666668,45.55033333333334,386.60388367300004,158.065079130995
0.06,-0.004444444444444445,42.0625,0.0,0.08,-58.6875,0.0011111111111111113,0.0033333333333333327,-0.26,-14.0625,-2.08,9.69,-122.67542666666668,45.55033333333334,386.65568901,158.11454755006588
0.07,0.005555555555555557,42.875,-0.01,0.12,-59.875,0.0,-0.004444444444444445,-0.26,-14.375,-2.04,9.64,-122.67542666666668,45.55033333333334,386.72441201199996,158.1731235025487
0.07,0.0,41.6875,-0.04,0.08,-59.875,0.0022222222222222227,0.0,-0.27,-13.6875,-2.05,9.68,-122.67542666666668,45.55033333333334,386.78654374,158.24923804902824
0.04,-0.0011111111111111113,42.0625,0.0,0.09,-59.875,0.0033333333333333327,0.0,-0.25,-14.75,-2.06,9.69,-122.67542666666668,45.55033333333334,386.848335571,158.24998710330544
0.06,-0.0011111111111111113,41.6875,-0.03,0.09,-59.875,0.0022222222222222227,0.0022222222222222227,-0.24,-14.0625,-2.05,9.66,-122.67542666666668,45.55033333333334,386.925763186,158.30425599738166
0.06,-0.0033333333333333327,42.0625,-0.02,0.05,-59.875,0.0022222222222222227,0.0011111111111111113,-0.27,-14.375,-2.08,9.68,-122.67542666666668,45.55033333333334,386.987696163,158.32658186629104
0.06,-0.007777777777777778,41.6875,-0.01,0.09,-59.0625,0.0011111111111111113,0.004444444444444445,-0.26,-14.75,-2.05,9.65,-122.67542666666668,45.55033333333334,387.064808986,158.31107075273187
0.07,0.0,42.5,-0.01,0.13,-59.0625,-0.0022222222222222227,-0.0022222222222222227,-0.25,-14.375,-2.05,9.67,-122.67542666666668,45.55033333333334,387.17679724199996,158.35962721825064
0.04,0.0011111111111111113,43.6875,0.0,0.07,-59.0625,0.0,-0.004444444444444445,-0.25,-14.0625,-2.07,9.67,-122.67542499999999,45.55033333333334,387.278625879,158.45652535393907
0.06,-0.004444444444444445,42.75,-0.04,0.12,-59.5,0.0,0.0033333333333333327,-0.22,-14.75,-2.07,9.72,-122.67542499999999,45.55033333333334,387.365311547,158.45008015180838
0.05,0.004444444444444445,43.25,-0.02,0.12,-59.5,-0.0011111111111111113,0.0022222222222222227,-0.27,-14.75,-2.05,9.69,-122.67542499999999,45.55033333333334,387.434796946,158.45679589013275
0.04,0.0022222222222222227,42.0625,-0.03,0.07,-58.75,0.0022222222222222227,0.0022222222222222227,-0.27,-14.375,-2.06,9.69,-122.67542499999999,45.55033333333334,387.50430099199997,158.4664931045033
0.06,0.0011111111111111113,43.25,-0.04,0.06,-59.0625,0.0022222222222222227,0.0011111111111111113,-0.24,-14.375,-2.08,9.64,-122.67542499999999,45.55033333333334,387.568648925,158.49378005230702
0.05,-0.006666666666666667,42.875,0.0,0.07,-58.6875,0.0,0.004444444444444445,-0.28,-14.75,-2.08,9.65,-122.67542499999999,45.55033333333334,387.63776494800004,158.4859139662223
0.06,-0.0022222222222222227,41.25,-0.03,0.13,-60.1875,-0.0022222222222222227,-0.0033333333333333327,-0.26,-14.0625,-2.03,9.66,-122.67542499999999,45.55033333333334,387.697108437,158.51577478685522
0.04,0.005555555555555557,42.0625,-0.04,0.09,-58.6875,-0.0022222222222222227,-0.0033333333333333327,-0.25,-15.5625,-2.06,9.72,-122.67542499999999,45.55033333333334,387.76151131800003,158.43708273665166
0.04,-0.0011111111111111113,42.0625,-0.04,0.07,-59.0625,0.0022222222222222227,0.004444444444444445,-0.27,-14.0625,-2.06,9.69,-122.67542499999999,45.55033333333334,387.83280995300004,158.48189600186424
0.08,-0.0011111111111111113,42.875,0.0,0.08,-58.6875,-0.0022222222222222227,0.0,-0.27,-14.75,-2.08,9.68,-122.67542499999999,45.55033333333334,387.903160043,158.47541366026516
0.07,0.0022222222222222227,41.25,0.0,0.06,-60.5625,-0.0022222222222222227,-0.006666666666666667,-0.27,-14.375,-2.04,9.64,-122.67542499999999,45.55033333333334,387.96347296199997,158.48763341818216
0.05,0.0033333333333333327,41.6875,-0.03,0.06,-58.375,-0.0011111111111111113,-0.01,-0.26,-14.0625,-2.03,9.65,-122.67542499999999,45.55033333333334,388.028874754,158.51331016775836
0.07,-0.005555555555555557,43.25,-0.01,0.09,-59.5,-0.0011111111111111113,-0.0033333333333333327,-0.25,-14.75,-2.03,9.66,-122.67542499999999,45.55033333333334,388.09335815599997,158.5156302887941
0.08,0.0022222222222222227,42.0625,-0.02,0.14,-59.0625,-0.0011111111111111113,-0.005555555555555557,-0.26,-15.1875,-2.06,9.65,-122.67542499999999,45.55033333333334,388.25499825199995,158.39209599152287
0.08,0.0,42.5,-0.01,0.08,-59.5,0.0,-0.0033333333333333327,-0.25,-14.0625,-2.1,9.72,-122.67542499999999,45.55033333333334,388.33626379599997,158.46136806460268
0.06,0.0,42.75,0.0,0.13,-59.5,-0.0011111111111111113,0.005555555555555557,-0.24,-14.0625,-2.06,9.7,-122.67542499999999,45.55033333333334,388.390701434,158.50714360773503
0.04,0.008888888888888889,42.0625,0.0,0.06,-59.5,0.0,-0.0011111111111111113,-0.24,-14.75,-2.03,9.72,-122.67542499999999,45.55033333333334,388.45404045699996,158.4968670044609
0.07,-0.013333333333333334,42.0625,-0.02,0.09,-59.0625,0.0,0.0022222222222222227,-0.26,-14.75,-2.04,9.64,-122.67542499999999,45.55033333333334,388.511416022,158.48268368887582
0.05,0.014444444444444444,42.5,0.0,0.13,-59.0625,-0.0033333333333333327,-0.0022222222222222227,-0.24,-14.375,-2.05,9.68,-122.67542499999999,45.55033333333334,388.57073117699997,158.4993593229595
0.03,-0.006666666666666667,41.6875,-0.06,0.07,-59.0625,0.0011111111111111113,0.004444444444444445,-0.26,-15.5625,-2.03,9.72,-122.67542499999999,45.55033333333334,388.63532083,158.41994929772076
0.06,-0.012222222222222223,41.6875,-0.02,0.11,-59.875,0.0,0.012222222222222223,-0.26,-14.375,-2.08,9.68,-122.67542499999999,45.55033333333334,388.692464311,158.43404976936534
0.06,0.0033333333333333327,41.6875,-0.01,0.09,-59.5,-0.0011111111111111113,0.0011111111111111113,-0.25,-14.375,-2.05,9.7,-122.67542499999999,45.55033333333334,388.746267311,158.4459980574934
0.08,0.0033333333333333327,41.6875,0.0,0.06,-58.6875,0.0011111111111111113,-0.006666666666666667,-0.24,-14.75,-2.05,9.73,-122.67542499999999,45.55033333333334,388.79795025199996,158.42980958325342
0.08,-0.0022222222222222227,41.6875,-0.08,0.19,-58.6875,0.0,-0.0011111111111111113,-0.26,-14.75,-2.02,9.63,-122.67542499999999,45.55033333333334,388.86339501199996,158.4109255146512
0.06,0.0033333333333333327,42.5,-0.01,0.16,-59.5,-0.0033333333333333327,0.004444444444444445,-0.26,-14.375,-2.03,9.64,-122.67542499999999,45.55033333333334,388.92777362199996,158.4365148009586
0.07,0.006666666666666667,42.0625,-0.03,0.14,-59.5,-0.0033333333333333327,0.005555555555555557,-0.25,-14.375,-2.07,9.71,-122.67542499999999,45.55033333333334,388.992459629,158.45056579532041
0.04,0.0,43.25,-0.03,0.08,-59.0625,0.0,0.0022222222222222227,-0.24,-15.875,-2.06,9.73,-122.67542499999999,45.55033333333334,389.05688365699996,158.37345902776744
0.06,0.0033333333333333327,41.6875,-0.01,0.04,-59.0625,0.0011111111111111113,0.0033333333333333327,-0.24,-14.75,-2.04,9.72,-122.67542499999999,45.55033333333334,389.12086320300006,158.36339285489166
0.06,-0.0022222222222222227,42.875,-0.02,0.12,-59.0625,-0.0011111111111111113,0.005555555555555557,-0.26,-14.75,-2.07,9.65,-122.67542499999999,45.55033333333334,389.217168226,158.37099050666046
0.04,-0.004444444444444445,42.5,-0.09,0.07,-59.875,-0.0022222222222222227,0.004444444444444445,-0.25,-14.375,-2.05,9.71,-122.67542499999999,45.55033333333334,389.31256725699996,158.42088442036234
0.04,-0.0011111111111111113,42.5,-0.07,0.07,-59.5,0.0011111111111111113,0.01,-0.26,-14.0625,-2.1,9.67,-122.67542499999999,45.55033333333334,389.37696300199997,158.46483986917175
0.08,-0.0033333333333333327,41.25,0.03,0.07,-59.0625,-0.0022222222222222227,0.0033333333333333327,-0.27,-14.75,-2.1,9.66,-122.67542499999999,45.55033333333334,389.428636047,158.4427158297001
0.05,0.0022222222222222227,41.6875,-0.03,0.09,-58.6875,0.0011111111111111113,-0.004444444444444445,-0.24,-14.0625,-2.06,9.74,-122.67542499999999,45.55033333333334,389.471679374,158.46533096151146
0.07,0.006666666666666667,43.25,-0.02,0.14,-59.5,0.0011111111111111113,-0.0011111111111111113,-0.26,-14.375,-2.04,9.63,-122.67542499999999,45.55033333333334,389.538626378,158.50255940121795
0.04,0.008888888888888889,41.25,-0.03,0.08,-59.0625,0.0022222222222222227,-0.005555555555555557,-0.24,-14.0625,-2.05,9.73,-122.67542499999999,45.55033333333334,389.589386555,158.51875954890411
0.05,-0.0011111111111111113,42.875,0.0,0.09,-59.5,0.0022222222222222227,-0.0033333333333333327,-0.27,-14.75,-2.09,9.68,-122.67542499999999,45.55033333333334,389.655726058,158.51298772966652
0.07,0.006666666666666667,43.25,-0.04,0.1,-59.5,0.0,-0.006666666666666667,-0.25,-14.375,-2.04,9.68,-122.67542499999999,45.55033333333334,389.707371186,158.53893382977776
0.02,-0.0033333333333333327,41.6875,-0.09,0.11,-59.875,-0.0011111111111111113,0.007777777777777778,-0.24,-14.375,-2.07,9.69,-122.67542499999999,45.55033333333334,389.76576289999997,158.54447537954454
0.06,-0.004444444444444445,41.6875,-0.01,0.15,-59.0625,-0.0011111111111111113,0.007777777777777778,-0.28,-14.75,-2.11,9.65,-122.67542499999999,45.55033333333334,389.822500129,158.5206008188614
0.07,0.0022222222222222227,40.875,0.0,0.09,-59.0625,0.0011111111111111113,0.0011111111111111113,-0.26,-15.1875,-2.08,9.73,-122.67542499999999,45.55033333333334,389.872557231,158.47233571312776
0.05,0.005555555555555557,43.25,-0.1,0.08,-59.5,-0.0022222222222222227,-0.007777777777777778,-0.26,-14.0625,-2.0,9.65,-122.67542499999999,45.55033333333334,389.92945675199996,158.52977305483788
0.03,-0.0022222222222222227,41.25,-0.06,0.16,-59.0625,-0.0022222222222222227,0.005555555555555557,-0.27,-14.375,-2.1,9.69,-122.67542499999999,45.55033333333334,389.99554906599997,158.52389575340203
0.05,0.0011111111111111113,41.6875,-0.04,0.12,-59.5,0.0,0.011111111111111113,-0.28,-14.375,-2.08,9.73,-122.67542499999999,45.55033333333334,390.052245253,158.5318014763843
0.04,-0.0011111111111111113,40.875,0.02,0.05,-59.0625,0.0033333333333333327,0.012222222222222223,-0.25,-14.375,-2.12,9.71,-122.67542499999999,45.55033333333334,390.10574997099997,158.52493022733938
0.07,-0.0033333333333333327,42.5,-0.01,0.09,-59.5,0.0022222222222222227,-0.012222222222222223,-0.27,-14.75,-2.03,9.61,-122.67542499999999,45.55033333333334,390.164169914,158.52399415349302
0.03,0.006666666666666667,41.25,-0.05,0.1,-58.6875,0.0033333333333333327,0.011111111111111113,-0.24,-14.75,-2.04,9.66,-122.67542499999999,45.55033333333334,390.298704757,158.46828840301447
0.06,0.0,41.25,-0.03,0.16,-59.5,-0.0022222222222222227,0.006666666666666667,-0.26,-14.75,-2.1,9.75,-122.67542499999999,45.55033333333334,390.365170614,158.44739468014396
0.03,0.005555555555555557,42.5,0.01,0.04,-59.875,0.0,0.0022222222222222227,-0.24,-14.75,-2.11,9.73,-122.67542499999999,45.55033333333334,390.41683381400003,158.45103217304037
0.06,0.0,42.875,-0.04,0.07,-59.875,0.0011111111111111113,-0.006666666666666667,-0.26,-15.1875,-2.04,9.64,-122.67542499999999,45.55033333333334,390.465073618,158.43791530114805
0.07,-0.0022222222222222227,42.0625,-0.07,0.14,-59.875,0.0,0.0011111111111111113,-0.27,-14.75,-2.01,9.62,-122.67542499999999,45.55033333333334,390.517607499,158.4395223879135
0.01,0.0033333333333333327,40.5,-0.01,0.08,-58.375,0.0,0.004444444444444445,-0.27,-15.1875,-2.07,9.74,-122.67542499999999,45.55033333333334,390.569957733,158.38342319514155
0.05,-0.0033333333333333327,40.875,-0.06,0.13,-59.5,0.0,-0.006666666666666667,-0.29,-14.75,-2.05,9.66,-122.67542499999999,45.55033333333334,390.62675001400004,158.3685680109168
0.02,-0.0022222222222222227,42.5,-0.07,0.08,-59.875,0.0022222222222222227,0.004444444444444445,-0.28,-14.75,-2.06,9.7,-122.67542499999999,45.55033333333334,390.675077578,158.37660260262865
0.06,-0.004444444444444445,42.5,0.01,0.04,-59.875,0.0,-0.007777777777777778,-0.29,-14.375,-2.1,9.67,-122.67542499999999,45.55033333333334,390.73687097,158.40852873219666
0.06,0.0011111111111111113,42.875,-0.03,0.11,-59.0625,0.0,-0.006666666666666667,-0.24,-14.375,-2.03,9.69,-122.67542499999999,45.55033333333334,390.805526574,158.44602619792855
0.04,0.0022222222222222227,42.5,-0.05,0.1,-59.0625,-0.0033333333333333327,-0.0033333333333333327,-0.26,-14.0625,-2.02,9.67,-122.67542499999999,45.55033333333334,390.85718774300005,158.48145657195343
0.07,0.0022222222222222227,42.0625,0.0,0.06,-59.875,0.0,0.004444444444444445,-0.28,-15.1875,-2.09,9.72,-122.67542499999999,45.55033333333334,390.905379578,158.44757920179097
0.02,0.007777777777777778,42.875,-0.03,0.09,-59.0625,0.0,-0.013333333333333334,-0.24,-14.375,-2.02,9.65,-122.67542499999999,45.55033333333334,390.957067206,158.4694375506318
0.07,-0.01,42.0625,-0.06,0.19,-59.5,0.0033333333333333327,-0.0011111111111111113,-0.27,-14.75,-2.03,9.62,-122.67542499999999,45.55033333333334,391.005324197,158.45942619859417
0.05,0.007777777777777778,42.875,-0.02,0.13,-59.0625,-0.0011111111111111113,-0.0022222222222222227,-0.24,-15.1875,-2.09,9.78,-122.67542499999999,45.55033333333334,391.067136287,158.4250495186544
0.04,0.0022222222222222227,42.0625,-0.02,0.08,-58.75,-0.0011111111111111113,-0.0033333333333333327,-0.26,-14.75,-2.04,9.72,-122.67542499999999,45.55033333333334,391.12939009699994,158.41389060626054
0.07,-0.005555555555555557,41.6875,-0.01,0.09,-59.0625,-0.0011111111111111113,-0.0022222222222222227,-0.28,-14.375,-2.08,9.69,-122.67542499999999,45.55033333333334,391.19195995,158.42331417530198
0.05,-0.0022222222222222227,42.5,-0.02,0.06,-59.0625,0.0,0.0011111111111111113,-0.26,-14.375,-2.05,9.67,-122.67542333333334,45.55033333333334,391.305061124,158.46337358182853
0.06,0.0022222222222222227,41.25,-0.04,0.11,-59.0625,-0.0011111111111111113,-0.006666666666666667,-0.26,-14.0625,-2.04,9.65,-122.67542333333334,45.55033333333334,391.356803179,158.4808608081595
0.02,-0.004444444444444445,42.0625,-0.04,0.07,-59.0625,0.0,0.004444444444444445,-0.25,-14.375,-2.07,9.7,-122.67542333333334,45.55033333333334,391.41035472,158.48806201367006
0.06,-0.004444444444444445,42.875,-0.01,0.09,-59.0625,0.0,0.0,-0.27,-14.375,-2.09,9.68,-122.67542333333334,45.55033333333334,391.462739016,158.50467214807506
0.06,0.0022222222222222227,42.875,-0.05,0.08,-59.0625,0.0022222222222222227,-0.0022222222222222227,-0.26,-14.375,-2.0,9.72,-122.67542333333334,45.55033333333334,391.516249046,158.5252718236939
0.04,-0.0011111111111111113,42.5,0.0,0.09,-59.875,0.0,0.0022222222222222227,-0.28,-14.0625,-2.08,9.68,-122.67542333333334,45.55033333333334,391.56792266300005,158.55440925406813
